title,location,price,bedrooms,bathrooms,toilets,property_type,url
Fully Furnished 3 Bedroom Apartment With Pool,"Banana Island Road, Ikoyi, Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3165198-fully-furnished-3-bedroom-apartment-with-pool
3 Bed Apartment + Bq (2nd Floor) + Pool & Gym,"Ikoyi, Lagos","₦30,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303952-3-bed-apartment-bq-2nd-floor-pool-gym
"3 Bed + Bq ( Kids & Adult Pool + Bowling, Jetty, Football Pitch Etc)","Ikoyi, Lagos","₦25,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303962-3-bed-bq-kids-adult-pool-bowling-jetty-football-pitch-etc
Newly Renovated Spacious 3 Bed In A Secured Estate,"Ikoyi, Lagos","₦25,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303969-newly-renovated-spacious-3-bed-in-a-secured-estate
Luxury 4 Bedroom Terraced House With Excellent Facilities,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,3,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3303875-luxury-4-bedroom-terraced-house-with-excellent-facilities
4-bedroom Terraced House,"Parkview, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3293137-4-bedroom-terraced-house
4-bedroom Waterfront Townhouse With Bq,"Parkview, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3293110-4-bedroom-waterfront-townhouse-with-bq
Premium 4 Bedroom Maisonettes Available,"Old Ikoyi, Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3303504-premium-4-bedroom-maisonettes-available
Well-maintained & Fully Furnished 3-bedroom Apartment With Modern Amenities,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3298138-well-maintained-fully-furnished-3-bedroom-apartment-with-modern-amenities
4 Bedroom Terrace Duplex,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3303667-4-bedroom-terrace-duplex
Smart Luxury Fully Serviced And Furnished 2-bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦18,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3303674-smart-luxury-fully-serviced-and-furnished-2-bedroom-apartment
Executive Bedroom And Parlour Apartment,"Off Alexander Road, Old Ikoyi, Ikoyi, Lagos","₦10,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ikoyi/old-ikoyi/3303845-executive-bedroom-and-parlour-apartment
3-bedroom Apartment With Bq,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3293278-3-bedroom-apartment-with-bq
Fully Furnished Luxury 2 Bedroom Apartment,"Ikoyi, Lagos","₦30,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303463-fully-furnished-luxury-2-bedroom-apartment
Fully Furnished Luxury 2 Bedroom Flat Apartment All Room Ensuite,"Ikoyi, Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303651-fully-furnished-luxury-2-bedroom-flat-apartment-all-room-ensuite
Fully Furnished & Serviced 4-bedroom Semi-detached Duple,"Adeyemi Lawson Street, Ikoyi, Lagos","₦50,000,000 per annum",4,0,0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3303797-fully-furnished-serviced-4-bedroom-semi-detached-duple
A Block Of 6 Flats,"Ikoyi, Lagos","₦5,000,000",0,0,0,Block of flats for rent,https://nigeriapropertycentre.com/for-rent/houses/block-of-flats/lagos/ikoyi/3303801-a-block-of-6-flats
"Luxury And Spacious 2 Bedroom With Pool, 24/7 Light And Elevator","Ikoyi, Lagos","₦17,000,000 per annum",2,0,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3303822-luxury-and-spacious-2-bedroom-with-pool-247-light-and-elevator
3-bedroom Apartment With Bq,"Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3293018-3-bedroom-apartment-with-bq
3-bedroom Serviced Apartment,"Ikoyi, Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3292987-3-bedroom-serviced-apartment
3-bedroom Apartment,"Ikoyi, Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3289516-3-bedroom-apartment
3bed  Flat,"Off Alexander Road, Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3303145-3bed-flat
Luxury 2 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦16,500,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3303251-luxury-2-bedroom-apartment
Ultra Luxury 4-bedroom Apartment With 2 Bqs,"Old Ikoyi, Ikoyi, Lagos","₦80,000,000 per annum",4,5,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3064642-ultra-luxury-4-bedroom-apartment-with-2-bqs
Fully Furnished & Fully Serviced 2 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦18,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3303396-fully-furnished-fully-serviced-2-bedroom-apartment
4 Bedroom Townhouse Duplex With Bq,"Adeyemi Lawson, Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3303443-4-bedroom-townhouse-duplex-with-bq
Alluring 4 Bedroom Terrace House With A Room Bq,"Off Bourdillon, Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",4,0,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3303448-alluring-4-bedroom-terrace-house-with-a-room-bq
Exquisitely Built 4 Bedroom Maisonette With A Swimming Pool And Gym,"Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3302596-exquisitely-built-4-bedroom-maisonette-with-a-swimming-pool-and-gym
4-bedroom Apartment,"Ikoyi, Lagos","₦55,000,000 per annum",4,4,3,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3302621-4-bedroom-apartment
Lovely 5 Bedroom Semi Detached Duplex In A Secure Estate,"Ikoyi, Lagos","₦40,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3302879-lovely-5-bedroom-semi-detached-duplex-in-a-secure-estate
Waterfront Luxury 4 Bedrooms Maisonette,"Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3259408-waterfront-luxury-4-bedrooms-maisonette
4 Bedroom Maisonette,"Ikoyi, Lagos","₦50,000,000 per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3005551-4-bedroom-maisonette
9 Units Of 2 Bedroom Luxury Apartments For Corporate Tenants Only,"Ikoyi, Lagos","$25,000 per annum 
approx. ₦35,526,509",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3134373-9-units-of-2-bedroom-luxury-apartments-for-corporate-tenants-only
Office Complex On 4 Floors,"Ikoyi, Lagos","₦700,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/2820537-office-complex-on-4-floors
"29 Units Of 3 Bedroom Apartments, Ideal For Corporate Tenant","Ikoyi, Lagos","$40,000 per annum 
approx. ₦56,842,415",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2670884-29-units-of-3-bedroom-apartments-ideal-for-corporate-tenant
4 Bedroom Luxury Apartments,"Ikoyi, Lagos","₦100,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2809353-4-bedroom-luxury-apartments
36 Units 4 Bedroom Apartments For Corporate Tenant,"Ikoyi, Lagos","$35,000 per annum 
approx. ₦49,737,113",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2600201-36-units-4-bedroom-apartments-for-corporate-tenant
3-bedroom Apartment,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3299453-3-bedroom-apartment
Luxury 6 Bedrooms Detached Duplex /bq (commercial/residential),"Victoria Island (VI), Lagos","₦80,000,000 per annum",6,0,7,6 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3299581-luxury-6-bedrooms-detached-duplex-bq-commercialresidential
Lovely 6 Bedroom Semi Detached Duplex,"Victoria Island (VI), Lagos","₦35,000,000 per annum",6,6,5,6 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3249777-lovely-6-bedroom-semi-detached-duplex
Brand New City View Alexa Two Bedroom Apartment With Swimming Pool,"Victoria Island (VI), Lagos","₦3,000,000 per month",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3299891-brand-new-city-view-alexa-two-bedroom-apartment-with-swimming-pool
Open Plain Office Space 470sqm Space,"Victoria Island (VI), Lagos","₦150,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3214466-open-plain-office-space-470sqm-space
4 Bedroom Terrace With Bq (self Serviced),"Victoria Island (VI), Lagos","₦20,000,000 per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3165279-4-bedroom-terrace-with-bq-self-serviced
3 Bedroom Apartment With Bq In A Secured Environment,"Victoria Island (VI), Lagos","₦12,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3165255-3-bedroom-apartment-with-bq-in-a-secured-environment
A 4 Bedroom Fully Furnished Apartment With Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",4,4,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3162461-a-4-bedroom-fully-furnished-apartment-with-bq
Luxury 4 Bedroom Apartment In A Serene Environment,"Off Sanusi Fafunwa, Victoria Island (VI), Lagos","₦30,000,000 per annum",4,0,0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3300054-luxury-4-bedroom-apartment-in-a-serene-environment
Standard 3 Bedroom Flat With Bq,"Victoria Island (VI), Lagos","₦35,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3300133-standard-3-bedroom-flat-with-bq
Open Plan Office Space Giveaway Offer,"Victoria Island (VI), Lagos","₦150,000 per square meter / per annum",0,0,4,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3300415-open-plan-office-space-giveaway-offer
Fully Serviced 410sqm Open Plan Office Space On The 2nd Floor,"Victoria Island (VI), Lagos","₦150,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3300435-fully-serviced-410sqm-open-plan-office-space-on-the-2nd-floor
5 Bedrooms Commercial Property With 3 Bq,"Victoria Island (VI), Lagos","₦100,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3300459-5-bedrooms-commercial-property-with-3-bq
Studio Apartment,"Victoria Island (VI), Lagos","₦6,000,000 per annum",0,0,0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/3298705-studio-apartment
3 Bedroom Apartment,"Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3023299-3-bedroom-apartment
Luxury Serviced  4-bedroom Semi Detached House With Bq,"Off Ahmadu Bello Way, Victoria Island (VI), Lagos","₦45,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/3119386-luxury-serviced-4-bedroom-semi-detached-house-with-bq
Luxury 4 Bedrooms Apartment + Bq And Pool,"Victoria Island (VI), Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3188781-luxury-4-bedrooms-apartment-bq-and-pool
Hotel 65 Rooms With Swimming Pool,"Victoria Island (VI), Lagos","₦7,500,000,000 per annum",65,0,0,65 bedroom hotel / guest house for rent,https://nigeriapropertycentre.com/for-rent/commercial/hotels-guest-houses/lagos/victoria-island/3299053-hotel-65-rooms-with-swimming-pool
Standard And Spacious 1 Bedroom Flat,"Victoria Island (VI), Lagos","₦10,000,000",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3299161-standard-and-spacious-1-bedroom-flat
"Standard Service 2 Bedroom Flat, All Ensuite","Dideolu Estate, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3280595-standard-service-2-bedroom-flat-all-ensuite
3 Bedroom Apartment Furnished,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3299288-3-bedroom-apartment-furnished
Luxury 3 Bedroom Apartment,"1004, Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3299361-luxury-3-bedroom-apartment
4 Bedroom Apartment + Bq In A Busy Area,"Sanusi Fafunwa Street, Victoria Island (VI), Lagos","₦30,000,000 per annum",0,4,5,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3293491-4-bedroom-apartment-bq-in-a-busy-area
"Event Hall, Event Centre, Church Hall, Party Hall, Conference Room","Off Adeola Odeku, Victoria Island (VI), Lagos","₦800,000 per day",0,0,0,Hall for rent,https://nigeriapropertycentre.com/for-rent/event-centre-venue/halls/lagos/victoria-island/2106978-event-hall-event-centre-church-hall-party-hall-conference-room
City View 4 Bedroom Luxuriously Unfurnished Apartment,"Victoria Island (VI), Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2926049-city-view-4-bedroom-luxuriously-unfurnished-apartment
Luxury Furnished 3 Bedroom City View High Floor Apartment With Bq,"Victoria Island (VI), Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/2926019-luxury-furnished-3-bedroom-city-view-high-floor-apartment-with-bq
Furnished 3 Bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦45,000,000 per annum",3,3,5,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3298364-furnished-3-bedroom-apartment-with-bq
Furnished 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦30,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3298369-furnished-2-bedroom-apartment
Office Space,"Vi, Victoria Island (VI), Lagos","₦20,000,000 per annum",0,0,5,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3298425-office-space
Standard Furnished 3 Bedroom Maisonette,"1004 Estate, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3298555-standard-furnished-3-bedroom-maisonette
Well Built 4 Bedroom Terrace Duplex With Bq,"Victoria Island (VI), Lagos","₦30,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3298571-well-built-4-bedroom-terrace-duplex-with-bq
Luxury 4 Bedroom Apartment,"Victoria Island (VI), Lagos","₦30,000,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3298689-luxury-4-bedroom-apartment
Luxury 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦2,700,000 per month",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3298701-luxury-2-bedroom-apartment
831sqm Fully Serviced Premium Office Space (single Floor),"Victoria Island (VI), Lagos","₦710,000 per square meter / per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3298704-831sqm-fully-serviced-premium-office-space-single-floor
Luxury 3-bedroom Apartment,"Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297362-luxury-3-bedroom-apartment
Luxury Commercial Building,"Victoria Island (VI), Lagos","₦80,000,000 per annum",6,6,8,6 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3297391-luxury-commercial-building
Spacious 3 Bedrooms Flat,"Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297398-spacious-3-bedrooms-flat
Lagoon View Serviced 2-bedroom Flat On The 2nd Floor At Victoria Isla,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297471-lagoon-view-serviced-2-bedroom-flat-on-the-2nd-floor-at-victoria-isla
5 Bedroom Terrace Self Compound,"Sinari, Victoria Island (VI), Lagos","₦45,000,000 per annum",4,4,6,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297635-5-bedroom-terrace-self-compound
Fully Furnished 3 Bedroom Maisonette Duplex,"1004 Estate, Victoria Island (VI), Lagos","₦16,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3283848-fully-furnished-3-bedroom-maisonette-duplex
