title,location,price,bedrooms,bathrooms,toilets,property_type,url
24 bedroom flat / apartment for rent,"Lekki Right, Ikate, Lekki, Lagos","₦160,000,000per annum",24,24,24,24 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3308678-brand-new-block-of-eight-3-bedroom-apartments-with-bq-single-tenant
Shop for rent,"Lekki Phase 1, Lekki, Lagos","₦250,000per square meter / per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/lekki-phase-1/3308677-exclusive-19-sqm-shop
3 bedroom flat / apartment for rent,"Lekki Right, Lekki Phase 1, Lekki, Lagos","₦12,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3308641-3bedroom
Self contain (single rooms) for rent,"10 Minutes Drive To Eko Hotel, Lekki Phase 1, Lekki, Lagos","₦2,100,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3304779-a-spacious-room-bq-with-private-space-to-cook
3 bedroom flat / apartment for rent,"Lekki Phase 1 Lekki Right, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3308657-3bedroom
Self contain (single rooms) for rent,"Close To Periwinkle Estate, Lekki Phase 1, Lekki, Lagos","₦2,400,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3308667-a-luxury-fully-serviced-room-bq-with-gym-and-swimming-pool
Office space for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3308671-exclusive-office-space
3 bedroom flat / apartment for rent,"Oluwanisola Estate, Lekki Expressway, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-expressway/2872810-spacious-luxury-3-bedrooms-apartment-with-good-facilities
1 bedroom mini flat (room and parlour) for rent,"Oluwanisola Estate, By 2nd Toll Gate, Lekki Expressway, Lekki, Lagos","₦6,500,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-expressway/3270330-luxury-mini-flat-in-call-estate
3 bedroom flat / apartment for rent,"Orchid Road, Lekki Expressway, Lekki, Lagos","₦5,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-expressway/3305970-brand-new-3-bedroom-flat
4 bedroom detached duplex for rent,"Lekki Conservation Centre Road, Lekki Expressway, Lekki, Lagos","₦350,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-expressway/3300623-newly-built-4-bedroom-detached-duplex-bq
3 bedroom flat / apartment for rent,"Ikate, Ikate Elegushi, Lekki, Lagos","₦9,500,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate-elegushi/3189262-3-bedroom-apartment-with-a-room-bq
2 bedroom flat / apartment for rent,"Eleganza Gardens Estate, VGC, Lekki, Lagos","₦4,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/2963306-newly-built-2-bedroom-apartment
3 bedroom flat / apartment for rent,"Creek Haven Estate, Off Harris Drive, VGC, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3294146-well-finished-furnished-3-bedroom-apartment
Warehouse for rent,"Eleganza Gardens At Vgc Bus Stop, VGC, Lekki, Lagos","₦25,000,000per annum",0,0,2,Warehouse for rent,https://nigeriapropertycentre.com/for-rent/commercial/warehouses/lagos/lekki/victoria-garden-city/3306915-320-sqm-one-story-building-warehouse
3 bedroom house for rent,"Gra, Abijo, Lekki, Lagos","₦2,300,000per annum",3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/abijo/3308635-spacious-3-bedroom-apartment
3 bedroom flat / apartment for rent,"Igbo Efon, Lekki, Lagos","₦8,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/igbo-efon/3308622-ultra-modern-full-furnished-3-bedroom-apartment-with-bq-and-solar-inv
4 bedroom terraced duplex for rent,"Ikota Lekki Lagos, Ikota, Lekki, Lagos","₦8,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3308628-renovated-4-bedroom-terrace-duplex
1 bedroom flat / apartment for rent,"Ikota, Lekki, Lagos","₦1,200,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikota/3308638-standard-large-single-room-with-20-24hrs-electricity
3 bedroom flat / apartment for rent,"Salem, Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3308631-brand-new-3-bedroom-apartment-with-modern-finishes
2 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos","₦6,500,000per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3308630-brand-new-units-of-2-bedroom-flats-with-excellent-facilities
4 bedroom semi-detached duplex for rent,"Orchid, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3308637-ultra-modern-fully-furnished-4bedroom-semi-detached-duplex-with-a-bq
1 bedroom mini flat (room and parlour) for rent,"Lekki Phase 1, Lekki, Lagos","₦8,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3180085-fully-serviced-mini-flat
4 bedroom terraced duplex for rent,"Horizon Cyberville Estate, Lekki Phase 1, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3308594-4-bedroom-duplex-with-boysquarters
1 bedroom mini flat (room and parlour) for rent,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos","₦8,500,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3308599-1bedroom-furnished
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3308604-2bedroom-apartment
3 bedroom flat / apartment for rent,"Larry Izamoje Close, Lekki Phase 1, Lekki, Lagos","₦22,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/2205679-luxury-3-bedroom-flat-with-excellent-facilities
2 bedroom flat / apartment for rent,"Abijo, Abijo, Lekki, Lagos","₦2,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/abijo/3308582-sharp-2-bedroom-flat
5 bedroom detached duplex for rent,"Maiyegun Beach Estate, Coastal Road, Jakande, Lekki, Lagos","₦50,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/jakande/3308595-oceanview-finished-partly-furnished-5-bedroom-detached-house-bq
4 bedroom terraced duplex for rent,"Ikota Lekki Lagos, Ikota, Lekki, Lagos","₦7,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3308611-4-bedroom-terrace-duplex
4 bedroom terraced duplex for rent,"Ikota Lekki Lagos, Ikota, Lekki, Lagos","₦8,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3308615-4-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3308606-well-finished-3-bedroom-apartment-in-a-secure-residential-setting
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3308012-spacious-3-bedroom-all-ensuite-apartment-with-balconies-bq
4 bedroom semi-detached duplex for rent,"Pinnock Beach, Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3305027-fully-serviced-furnished-luxury-4-bedroom-semi-detached-home-with-bq
Shop for rent,"Lekki, Lagos","₦12,750,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/3308564-75sqm-of-shop-space
2 bedroom house for rent,"Orchid Road Lekki Lagos, Lekki, Lagos","₦7,000,000per annum",2,3,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/3308570-luxury-2bedroom-terrace-with-1bq
3 bedroom flat / apartment for rent,"Orchid, Lekki, Lagos","₦7,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3308573-fully-furnished-3-bedroom-apartment
Shop for rent,"Lekki, Lagos","₦30,000,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/3308577-shop-space
Shop for rent,"Lekki, Lagos","₦5,000,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/3308591-shop-space
5 bedroom detached duplex for rent,"Maiyegun Beach Estate Lagos Coastal Expressway, Lekki, Lagos","₦50,000,000per annum",5,6,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3308596-newly-built-mansion-on-1700-sqm-plot
Shop for rent,"Lekki, Lagos","₦8,000,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/3308598-40sqm-of-shop-space-upstairs
4 bedroom terraced duplex for rent,"Chevron Lekki Lagos, Lekki, Lagos","₦8,000,000per annum",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3308601-4-bedroom-terrace-duplex
Self contain (single rooms) for rent,"Spg Road, Lekki Phase 1, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/lekki-phase-1/3279970-shared-apartment-room
Flat / apartment for rent,"By Maruwa Busstop, Lekki Phase 1, Lekki, Lagos","₦2,000,000",0,1,1,Flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3279898-2-bedroom-flat-shared-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki Phase 1, Lekki, Lagos","₦11,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3271456-furnish-2-bedroom-flat
4 bedroom semi-detached duplex for rent,"Oral Estate, Lekki Expressway, Lekki, Lagos","₦9,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-expressway/3308549-brand-new-4-bedroom-semi-detached-duplex-bq
Self contain (single rooms) for rent,"Osapa, Lekki, Lagos","₦1,900,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/osapa/3281320-shared-apartment-room
Self contain (single rooms) for rent,"Osapa, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/osapa/3272670-shared-apartment-in-a-3-bedroom-flat
4 bedroom semi-detached duplex for rent,"Harris Drive, VGC, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/victoria-garden-city/3308531-brand-new-4-bedroom-semi-detached-duplex
Self contain (single rooms) for rent,"Spg Road, Ologolo, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ologolo/3270654-a-room-shared-apartment
4 bedroom terraced duplex for rent,"Spg Road Precisely, Ologolo, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ologolo/3267936-fully-service-4-bedroom-duplex-in-ologolo
3 bedroom terraced duplex for rent,"Victoria Crest Estate, Lekki, Lagos","₦7,500,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3288007-brand-new-3-bedroom-duplex
1 bedroom mini flat (room and parlour) for rent,"Royal Pine Estate Off Orchid Road, Lekki, Lagos","₦4,300,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3287877-mini-flat-with-visitor-toilet
4 bedroom detached duplex for rent,"Chevron Conservation, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3277121-luxury-4-bedrooms-duplex
4 bedroom detached duplex for rent,"By Chevron, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3277120-standard-and-clean-4-bedroom-duplex
Self contain (single rooms) for rent,"By Chevron, Lekki, Lagos","₦1,700,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3276567-single-room-shared-apartment
Self contain (single rooms) for rent,"Chevy View Estate, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3269639-clean-room-shared-kitchen
Self contain (single rooms) for rent,"Kusenla Rd, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/3269637-single-room-selfcon
4 bedroom semi-detached duplex for rent,"Spg Road By Igbo Efon Bus Stop, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3267938-clean-and-luxury-4-bedroon-service-duplex
4 bedroom detached duplex for rent,"Lekki, Lagos","₦35,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3308547-4bedroom-fully-detached-duplex
4 bedroom terraced duplex for rent,"Lekki Phase1, Lekki, Lagos","₦25,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3308552-lovely-4-bedroom-terrace-duplex-with-bq
1 bedroom flat / apartment for rent,"Chevy View Estate, Chevron-lekki, Lekki, Lagos","₦2,000,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3308561-spacious-room-in-a-shared-apartment
3 bedroom commercial property for rent,"Emmanuel Abimbola, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",3,3,3,3 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/lekki/lekki-phase-1/3304954-3-bedroom-bungalow
4 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3292746-a-brand-new-4-bedroom-semi-detached-duplex-with-a-bq
2 bedroom flat / apartment for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","₦8,500,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304966-exquisite-2-bedroom-flat-for-you-with-a-good-taste-of-finishing
1 bedroom flat / apartment for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","₦8,000,000per annum",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304968-fully-service-one-bedroom-flat-apartment
1 bedroom flat / apartment for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","₦7,000,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304972-specious-unfurnished-mini-flat
1 bedroom flat / apartment for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304993-specious-and-standard-furnished-mini-flat
Shop for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦6,000,000per annum",0,0,0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki/lekki-phase-1/3304224-shop-space-upstairs-facing-road
Office space for rent,"Lekki Phase 1, Lekki, Lagos","₦3,200,000per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/lekki/lekki-phase-1/3304242-office-space
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304218-executive-3-bedroom-with-bq
1 bedroom mini flat (room and parlour) for rent,"Admiralty Way, Lekki Phase 1, Lekki, Lagos","₦5,500,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/3304292-luxuriously-spacious-mini-flat
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3299612-spacious-2-bedroom-penthouse-with-bq
5 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3303528-5-bedroom-duplex-with-bq-pool-and-park-space
2 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦30,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3303556-newly-furnished-2-bedroom-maisonette-with-gym-pool-24hrs-light-etc
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦13,000,000per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3290508-newly-built-spacious-2-bedroom-flat
5 bedroom detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦30,000,000per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3290492-brand-new-5-bedroom-detached-duplex
3 bedroom flat / apartment for rent,"Off Hakeem Dickson Street, Lekki Phase 1, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3303484-well-maintained-spacious-3-bedroom-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3292583-luxury-3-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3292657-luxury-newly-build-2-bedroom-apartments-with-excellent-facilities
4 bedroom terraced duplex for rent,"By Nike Art Gallery, Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3292806-newly-built-four-bedroom-terrace
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3293015-luxury-unfurnished-2-bedroom-apartment
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3290949-well-furnishedservice-3-bedroom-terraced-duplex-excellent-facilities
1 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦4,000,000",1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3291076-furnished-studio-apartment-with-wifi
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3291280-brand-new-fully-serviced-4-bedroom-terraced-duplex
4 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦30,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3291407-brand-new-exquisitely-furnished-4-bedroom-luxury-townhouse
4 bedroom house for rent,"Ikate, Lekki, Lagos","₦30,000,000per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3291409-brand-new-furnished-4-bedroom-luxury-townhouse
4 bedroom terraced duplex for rent,"Ilasun, Ikate, Lekki, Lagos","₦15,000,000per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3291437-4-bedroom-terrace-masonette-brand-new
Self contain (single rooms) for rent,"Prime Water Garden Estate Off Freedom Way, Ikate, Lekki, Lagos","₦2,000,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikate/3188530-fully-serviced-and-lovely-bq
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3290205-3-bedroom-apartment
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3288839-3-bedroom-apartment
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3288835-4-bedroom-terrace-duplex-with-bq
3 bedroom terraced duplex for rent,"Salem By J, Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3288329-fully-furnished-service-3-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3288456-fully-furnished-fully-serviced-3-bedrooms-terraced-duplex
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3258574-spacious-3-bedroom-flat-ground-floor
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3286920-luxuriously-furnished-3-bedroom-terrace-duplex-in-a-serviced-estate
1 bedroom mini flat (room and parlour) for rent,"Off Meadow-hall Way, Ikate, Lekki, Lagos","₦7,000,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3289095-2-units-of-mini-flats-in-a-prime-location
3 bedroom terraced duplex for rent,"Ikate, Ikate, Lekki, Lagos","₦13,000,000per annum",3,4,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3289329-spacious-fully-furnished-fully-service-3-bedroom-terrace-duplex
3 bedroom flat / apartment for rent,"Lekki Enclave Road, Ikate, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3289428-exquisite-3-bedroom-apartment
5 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦20,000,000per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3259484-2-units-of-5-bedrooms-terraced-duplex
5 bedroom semi-detached duplex for rent,"Ikate, Lekki, Lagos","₦25,000,000per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikate/3256170-5-bedrooms-semi-detached-duplex
