title,location,price,bedrooms,bathrooms,toilets,property_type,url
4 bedroom semi-detached duplex for rent,"Orchid Road, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3302042-luxury-4-bedroom-terrace-duplex-with-bq
4 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3212713-self-serviced-lovely-4-bedroom-duplex
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3243890-spacious-3-bedroom-apartment-with-a-bq-swimming-pool
1 bedroom mini flat (room and parlour) for rent,"Chevron By Toll Gate, Lekki, Lagos","₦3,500,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3303188-mini-flat-with-visitors-toilet
2 bedroom house for rent,"Ikate, Lekki, Lagos","₦7,000,000per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ikate/3196297-newly-built-2-bedroom-apartment-first-floor
4 bedroom terraced duplex for rent,"Orchid, Lekki, Lagos","₦8,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3219970-4-bedroom-terraced-duplex-with-bq
2 bedroom house for rent,"Ologolo, Lekki, Lagos","₦7,000,000per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ologolo/3301936-2-bedroom-apartment
4 bedroom terraced duplex for rent,"Ikota, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikota/3301967-4-bedroom-terrace-duplex
4 bedroom detached duplex for rent,"Ikota, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikota/3302033-5-bedrooms-detached-duplex-with-study-laundry-and-bq
Commercial land for rent,"Lekki, Lagos","₦100,000,000per annum",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/lekki/3302120-1234-sqm-of-land-with-building-on-it
4 bedroom semi-detached duplex for rent,"VGC, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/victoria-garden-city/3303121-modern-4-bedroom-semi-detached-duplex-with-1-room-bq
